email_id,subject,participants,time,time_normalized,location,topic,processed_at
2218,RE: Necessidade de remarcar,Secretaria Academica,depois de almoco,,presencial - secretaria,submissao de artigo,2026-07-24T21:41:05.102903
7487,Fw: Re: Marcacao de reuniao,Carolina Silva,amanha as 15h,2026-03-19T15:00:00,presencial - secretaria,revisao bibliografica,2026-07-24T21:41:05.255109
5415,RE: Pedido de reuniao,Diretor do Curso,depois da aula,,remoto - zoom,pedido de equivalencias,2026-07-24T21:41:05.404381
4838,RE: Entrega de relatorio,Ana Martins,,,,sistema academico,2026-07-24T21:41:05.548256
2326,Fw: Remarcacao de reuniao,Secretaria Academica,amanha as 15h,2026-03-12T15:00:00,presencial - gabinete da direcao,analise dos resultados dos estudantes,2026-07-24T21:41:05.781790
5404,Re: Necessidade de remarcar,Secretaria Academica,quinta as 16h,2026-05-28T16:00:00,presencial - gabinete da direcao,pedido de equivalencias,2026-07-24T21:41:05.928907
8455,Fw: Confirmacao - revisao bibliografica,Rita Fernandes,,,remoto - zoom,revisao bibliografica,2026-07-24T21:41:06.076699
9204,RE: Reuniao sobre relatorio de progresso,Secretaria Academica,sexta as 14h30,2026-04-17T14:30:00,presencial - gabinete 3.12,relatorio de progresso,2026-07-24T21:41:06.243518
944,Fw: Confirmado,Professora Sofia Carvalho,terca as 11h,2026-04-07T11:00:00,remoto - zoom,Professora Sofia Carvalho,2026-07-24T21:41:06.376400
4048,Re: Marcacao de reuniao,Conselho Pedagogico,,,remoto - zoom,Conselho Pedagogico,2026-07-24T21:41:06.521635
8012,Fw: Reuniao sem efeito,Prof. Ricardo Mendes,segunda de manha,2026-05-04T06:00:00/2026-05-04T12:00:00,presencial - sala 2.3,Prof. Ricardo Mendes,2026-07-24T21:41:06.668644
1144,Fw: Tudo certo para a reuniao,Secretaria Academica,,,presencial - laboratorio de informatica,Secretaria Academica,2026-07-24T21:41:06.830515
8913,Pedido de reuniao,Diretor do Curso,na proxima semana,2026-03-16T00:00:00/2026-03-22T23:59:59,remoto - zoom,revisao do plano de trabalhos,2026-07-24T21:41:06.971928
3677,Re: Re: Marcacao de reuniao,Diretor do Curso,dia 22 as 17h,2026-05-22T17:00:00,remoto - zoom,submissao de artigo,2026-07-24T21:41:07.126803
9233,Fw: Confirmacao - revisao bibliografica,Coordenacao de Mestrado,,,remoto - zoom,revisao bibliografica,2026-07-24T21:41:07.282987
8861,Fw: Confirmacao - preparacao da apresentacao,Secretaria Academica,,,remoto - teams,preparacao da apresentacao,2026-07-24T21:41:07.449303
2720,Pedido de reuniao,Secretaria Academica,sexta as 14h30,2026-04-10T14:30:00,remoto - google meet,preparacao da defesa,2026-07-24T21:41:07.595869
3285,Envio de documentos,Professor Luis Almeida,,,,Professor Luis Almeida,2026-07-24T21:41:07.735924
4648,RE: Imprevisto - preparacao da defesa,Professor Luis Almeida,,,presencial - auditorio principal,preparacao da defesa,2026-07-24T21:41:07.894477
4946,RE: Imprevisto - revisao bibliografica,Professora Ana Costa,,,remoto - zoom,revisao bibliografica,2026-07-24T21:41:08.055176
5795,Re: Marcacao de reuniao,Secretaria Academica,,,presencial - auditorio principal,Secretaria Academica,2026-07-24T21:41:08.204388
6660,RE: Pedido de reuniao,Diretor do Curso,durante a manha,2026-02-02T06:00:00/2026-02-02T12:00:00,presencial - sala B104,revisao do plano de trabalhos,2026-07-24T21:41:08.352199
426,RE: Marcacao de reuniao,Mariana Lopes,,,presencial - gabinete de orientacao,distribuicao de servico docente,2026-07-24T21:41:08.506044
947,Confirmado,Professora Sofia Carvalho,,,presencial - gabinete 3.12,Professora Sofia Carvalho,2026-07-24T21:41:08.632437
2749,Re: Imprevisto - relatorio de progresso,Secretaria Academica,,,remoto - zoom,relatorio de progresso,2026-07-24T21:41:08.785350
2204,Fw: Confirmacao - avaliacao continua,Secretaria Academica,,,presencial - gabinete da direcao,avaliacao continua,2026-07-24T21:41:08.917679
7000,Reuniao confirmada,Prof. Ricardo Mendes,,,remoto - zoom,Prof. Ricardo Mendes,2026-07-24T21:41:09.056120
6578,Fw: Reuniao confirmada,Miguel Santos,,,presencial - laboratorio de informatica,Miguel Santos,2026-07-24T21:41:09.208350
9684,Fw: Reuniao sem efeito,Miguel Santos,dia 22 as 17h,2026-04-22T17:00:00,remoto - google meet,Fw: Reuniao sem efeito,2026-07-24T21:41:09.369678
5447,Fw: Remarcacao de reuniao,Coordenacao de Mestrado,terca as 11h,2026-03-17T11:00:00,presencial - laboratorio de informatica,preparacao da defesa,2026-07-24T21:41:09.602750
3565,Fw: Cancelamento de reuniao,Secretaria Academica,sexta as 14h30,2026-05-01T14:30:00,presencial - sala 2.3,coordenacao da unidade curricular,2026-07-24T21:41:09.836901
877,Fw: Confirmacao - revisao do plano de trabalhos,Professor Luis Almeida,depois de almoco,,remoto - zoom,revisao do plano de trabalhos,2026-07-24T21:41:09.985516
2238,Fw: Pedido de esclarecimento,Professora Ana Costa,,,,Fw: Pedido de esclarecimento,2026-07-24T21:41:10.140075
5427,Imprevisto - validacao de atas,Professora Sofia Carvalho,durante a manha,2026-05-21T06:00:00/2026-05-21T12:00:00,presencial - gabinete 3.12,validacao de atas,2026-07-24T21:41:10.283887
5960,RE: Confirmacao - horarios do semestre,Professor Luis Almeida,dia 18 as 9h30,2026-02-18T09:30:00,presencial - gabinete da direcao,horarios do semestre,2026-07-24T21:41:10.413210
750,RE: Remarcacao de reuniao,Professor Luis Almeida,amanha as 10h,2026-05-05T10:00:00,presencial - gabinete da direcao,pedido de equivalencias,2026-07-24T21:41:10.574126
5771,Ponto de situacao,Professora Ana Costa,terca as 11h,2026-02-17T11:00:00,presencial - secretaria,distribuicao de servico docente,2026-07-24T21:41:10.716153
2178,Re: Aviso aos estudantes,Secretaria Academica,,,,Secretaria Academica,2026-07-24T21:41:10.879916
4861,Re: Marcacao de reuniao,Rita Fernandes,,,presencial - gabinete de orientacao,Rita Fernandes,2026-07-24T21:41:11.006005
7938,Re: Reuniao sobre preparacao da defesa,Professora Ana Costa,amanha as 10h,2026-03-05T10:00:00,presencial - secretaria,preparacao da defesa,2026-07-24T21:41:11.245119
3840,RE: Remarcacao de reuniao,Carolina Silva,,,presencial - sala B104,calendario de avaliacoes,2026-07-24T21:41:11.415171
6467,Fw: Indisponibilidade para a reuniao,Professor Luis Almeida,,,remoto - zoom,revisao do plano de trabalhos,2026-07-24T21:41:11.587066
8709,RE: Disponibilidade para reuniao,Prof. Ricardo Mendes,ao final do dia,,remoto - zoom,distribuicao de servico docente,2026-07-24T21:41:11.825230
6369,RE: Confirmado,Secretaria Academica,dia 18 as 9h30,2026-02-18T09:30:00,remoto - teams,horarios do semestre,2026-07-24T21:41:11.991373
8102,RE: Tudo certo para a reuniao,Professor Luis Almeida,depois de almoco,,presencial - gabinete de orientacao,revisao bibliografica,2026-07-24T21:41:12.145078
3889,Re: Pedido de reuniao,Professora Ana Costa,dia 22 as 17h,2026-02-22T17:00:00,presencial - sala B104,orientacao da dissertacao,2026-07-24T21:41:12.302987
2145,RE: Envio de documentos,Professora Sofia Carvalho,,,,calendario de avaliacoes,2026-07-24T21:41:12.451981
2437,Re: Ponto de situacao,Coordenacao de Mestrado,terca as 11h,2026-03-03T11:00:00,remoto - zoom,coordenacao da unidade curricular,2026-07-24T21:41:12.614242
9677,Re: Imprevisto - proposta de projeto,Professora Ana Costa,,,presencial - auditorio principal,proposta de projeto,2026-07-24T21:41:12.763747
3811,Fw: Pedido de reuniao,Conselho Pedagogico,depois da aula,,remoto - zoom,orientacao da dissertacao,2026-07-24T21:41:12.933396
2519,Re: Reuniao confirmada,Ana Martins,sexta as 14h30,2026-05-08T14:30:00,presencial - laboratorio de informatica,proposta de projeto,2026-07-24T21:41:13.073622
2566,Re: Atualizacao de processo,Professora Sofia Carvalho,,,,Professora Sofia Carvalho,2026-07-24T21:41:13.224847
5007,Re: Cancelamento de reuniao,Rita Fernandes,,,remoto - teams,Rita Fernandes,2026-07-24T21:41:13.379277
7904,RE: Re: Marcacao de reuniao,Secretaria Academica,amanha as 10h,2026-02-07T10:00:00,remoto - zoom,calendario de avaliacoes,2026-07-24T21:41:13.560172
9609,Re: Ponto de situacao,Gabinete de Estagios,na proxima semana,2026-05-11T00:00:00/2026-05-17T23:59:59,remoto - google meet,revisao do plano de trabalhos,2026-07-24T21:41:13.752503
6293,RE: Cancelamento de reuniao,Rita Fernandes,,,remoto - zoom,pedido de equivalencias,2026-07-24T21:41:13.908489
8566,Fw: Remarcacao de reuniao,Secretaria Academica,,,remoto - zoom,revisao bibliografica,2026-07-24T21:41:14.074297
3209,Fw: Necessidade de remarcar,Professora Ana Costa,amanha as 10h,2026-03-07T10:00:00,remoto - teams,validacao de atas,2026-07-24T21:41:14.230101
993,RE: Confirmado,Professora Ana Costa,sexta as 14h30,2026-05-29T14:30:00,presencial - gabinete de orientacao,preparacao da defesa,2026-07-24T21:41:14.386206
8846,Re: Confirmacao - analise dos resultados dos estudantes,Ana Martins,,,remoto - zoom,analise dos resultados dos estudantes,2026-07-24T21:41:14.536072
3802,Re: Reuniao sem efeito,Rita Fernandes,ao final do dia,,presencial - gabinete da direcao,Rita Fernandes,2026-07-24T21:41:14.681382
9714,Fw: Confirmacao - credibilidade dos dados recolhidos,Professor Luis Almeida,quarta a tarde,2026-05-27T12:00:00/2026-05-27T18:00:00,presencial - biblioteca,credibilidade dos dados recolhidos,2026-07-24T21:41:14.865228
7969,Confirmacao - planeamento de aulas,Prof. Ricardo Mendes,depois da aula,,remoto - zoom,planeamento de aulas,2026-07-24T21:41:15.008140
1760,RE: Tudo certo para a reuniao,Professora Sofia Carvalho,na proxima semana,2026-06-01T00:00:00/2026-06-07T23:59:59,presencial - sala de reunioes do departamento,Professora Sofia Carvalho,2026-07-24T21:41:15.150796
3051,RE: Pedido de reuniao,Secretaria Academica,segunda de manha,2026-03-23T06:00:00/2026-03-23T12:00:00,presencial - sala B104,submissao de artigo,2026-07-24T21:41:15.314566
6280,Re: Reuniao confirmada,Professor Luis Almeida,durante a manha,2026-03-29T06:00:00/2026-03-29T12:00:00,remoto - zoom,analise dos resultados dos estudantes,2026-07-24T21:41:15.460535
4719,Re: Remarcacao de reuniao,Gabinete de Estagios,,,presencial - secretaria,horarios do semestre,2026-07-24T21:41:15.615025
8854,Re: Pedido de reuniao,Rita Fernandes,,,presencial - sala B104,planeamento de aulas,2026-07-24T21:41:15.759319
4198,Fw: Reuniao sem efeito,Joao Pereira,,,remoto - zoom,Fw: Reuniao sem efeito,2026-07-24T21:41:15.921263
8635,Re: Pedido de esclarecimento,Professora Sofia Carvalho,,,,Professora Sofia Carvalho,2026-07-24T21:41:16.063814
5547,Re: Marcacao de reuniao,Professora Ana Costa,amanha as 15h,2026-06-02T15:00:00,presencial - gabinete da direcao,submissao de artigo,2026-07-24T21:41:16.232090
5539,Fw: Ponto de situacao,Prof. Ricardo Mendes,depois de almoco,,remoto - zoom,revisao bibliografica,2026-07-24T21:41:16.391786
3537,Fw: Reuniao sem efeito,Prof. Ricardo Mendes,ao final do dia,,remoto - zoom,Fw: Reuniao sem efeito,2026-07-24T21:41:16.563945
2906,Fw: Indisponibilidade para a reuniao,Carolina Silva,,,remoto - zoom,preparacao da defesa,2026-07-24T21:41:16.747970
3705,Re: Confirmado,Professor Luis Almeida,,,remoto - zoom,validacao de atas,2026-07-24T21:41:16.897618
4601,Re: Necessidade de remarcar,Joao Pereira,,,remoto - google meet,avaliacao continua,2026-07-24T21:41:17.066965
612,Re: Re: Marcacao de reuniao,Secretaria Academica,ao final do dia,,remoto - google meet,Secretaria Academica,2026-07-24T21:41:17.204008
4972,RE: Entrega de relatorio,Mariana Lopes,,,,RE: Entrega de relatorio,2026-07-24T21:41:17.369280
6463,Re: Reuniao sem efeito,Prof. Ricardo Mendes,,,presencial - gabinete de orientacao,Prof. Ricardo Mendes,2026-07-24T21:41:17.516313
4910,Fw: Reuniao sem efeito,Professora Sofia Carvalho,segunda de manha,2026-05-25T06:00:00/2026-05-25T12:00:00,presencial - sala de reunioes do departamento,Professora Sofia Carvalho,2026-07-24T21:41:17.686361
7855,Agendamento - proposta de projeto,Ana Martins,quinta as 16h,2026-05-28T16:00:00,presencial - auditorio principal,proposta de projeto,2026-07-24T21:41:17.854245
1826,Fw: Reuniao confirmada,Prof. Ricardo Mendes,,,presencial - sala 2.3,calendario de avaliacoes,2026-07-24T21:41:17.991916
389,Disponibilidade para reuniao,Secretaria Academica,dia 22 as 17h,2026-02-22T17:00:00,presencial - auditorio principal,submissao de artigo,2026-07-24T21:41:18.149771
9314,Fw: Reuniao confirmada,Professor Luis Almeida,,,remoto - teams,Professor Luis Almeida,2026-07-24T21:41:18.278685
6067,Reuniao sem efeito,Carolina Silva,dia 22 as 17h,2026-03-22T17:00:00,presencial - gabinete de orientacao,Carolina Silva,2026-07-24T21:41:18.410585
1825,RE: Confirmacao - relatorio de progresso,Secretaria Academica,,,remoto - zoom,relatorio de progresso,2026-07-24T21:41:18.544332
4563,Imprevisto - validacao de atas,Secretaria Academica,,,presencial - sala de reunioes do departamento,validacao de atas,2026-07-24T21:41:18.711128
5865,Re: Remarcacao de reuniao,Carolina Silva,depois da aula,,presencial - gabinete de orientacao,avaliacao continua,2026-07-24T21:41:18.859292
9899,Re: Remarcacao de reuniao,Prof. Ricardo Mendes,segunda de manha,2026-05-18T06:00:00/2026-05-18T12:00:00,presencial - sala de reunioes do departamento,processo de estagio,2026-07-24T21:41:19.009928
9623,RE: Confirmacao - proposta de projeto,Coordenacao de Mestrado,sexta as 14h30,2026-03-27T14:30:00,presencial - gabinete 3.12,proposta de projeto,2026-07-24T21:41:19.165555
4698,Re: Confirmacao - horarios do semestre,Prof. Ricardo Mendes,,,remoto - zoom,horarios do semestre,2026-07-24T21:41:19.314143
4947,Re: Reuniao sem efeito,Professora Ana Costa,,,remoto - zoom,orientacao da dissertacao,2026-07-24T21:41:19.478138
1106,Re: Reuniao sobre analise dos resultados dos estudantes,Professor Luis Almeida,,,presencial - secretaria,analise dos resultados dos estudantes,2026-07-24T21:41:19.629287
7736,Fw: Necessidade de remarcar,Rita Fernandes,quarta a tarde,2026-05-13T12:00:00/2026-05-13T18:00:00,remoto - zoom,avaliacao continua,2026-07-24T21:41:19.773223
7044,Fw: Imprevisto - horarios do semestre,Professora Sofia Carvalho,,,remoto - zoom,horarios do semestre,2026-07-24T21:41:19.930962
3129,Re: Cancelamento de reuniao,Secretaria Academica,dia 22 as 17h,2026-02-22T17:00:00,presencial - biblioteca,Secretaria Academica,2026-07-24T21:41:20.081940
5533,Fw: Cancelamento de reuniao,Professor Luis Almeida,,,remoto - zoom,Professor Luis Almeida,2026-07-24T21:41:20.231918
8248,Re: Cancelamento de reuniao,Secretaria Academica,quinta as 16h,2026-04-02T16:00:00,remoto - zoom,Secretaria Academica,2026-07-24T21:41:20.392635
9994,Reuniao sem efeito,Secretaria Academica,,,presencial - laboratorio de informatica,avaliacao continua,2026-07-24T21:41:20.532335
607,Fw: Indisponibilidade para a reuniao,Secretaria Academica,,,presencial - secretaria,Fw: Indisponibilidade para a reuniao,2026-07-24T21:41:20.746741
3318,RE: Remarcacao de reuniao,Carolina Silva,,,presencial - biblioteca,distribuicao de servico docente,2026-07-24T21:41:20.903245
5280,Re: Indisponibilidade para a reuniao,Coordenacao de Mestrado,quinta as 16h,2026-04-16T16:00:00,remoto - zoom,Re: Indisponibilidade para a reuniao,2026-07-24T21:41:21.068033
2267,Tudo certo para a reuniao,Professor Luis Almeida,,,remoto - zoom,Professor Luis Almeida,2026-07-24T21:41:21.195229
755,Imprevisto - credibilidade dos dados recolhidos,Gabinete de Estagios,,,remoto - google meet,credibilidade dos dados recolhidos,2026-07-24T21:41:21.340900
586,Re: Ponto de situacao,Ana Martins,sexta as 14h30,2026-04-17T14:30:00,presencial - gabinete de orientacao,preparacao da apresentacao,2026-07-24T21:41:21.564651
6180,RE: Imprevisto - revisao bibliografica,Prof. Ricardo Mendes,ao final do dia,,remoto - zoom,revisao bibliografica,2026-07-24T21:41:21.714748
2438,Reuniao sem efeito,Carolina Silva,na proxima semana,2026-03-09T00:00:00/2026-03-15T23:59:59,remoto - google meet,relatorio de progresso,2026-07-24T21:41:21.868124
8582,Re: Remarcacao de reuniao,Prof. Ricardo Mendes,ao final do dia,,presencial - sala B104,validacao de atas,2026-07-24T21:41:22.024756
1325,Fw: Cancelamento de reuniao,Professora Ana Costa,,,presencial - gabinete de orientacao,Fw: Cancelamento de reuniao,2026-07-24T21:41:22.176502
9705,Imprevisto - acompanhamento pedagogico,Mariana Lopes,,,presencial - gabinete 3.12,acompanhamento pedagogico,2026-07-24T21:41:22.330890
9934,Fw: Remarcacao de reuniao,Diretor do Curso,terca as 11h,2026-03-10T11:00:00,presencial - biblioteca,horarios do semestre,2026-07-24T21:41:22.477976
9463,Fw: Re: Marcacao de reuniao,Mariana Lopes,,,remoto - teams,Mariana Lopes,2026-07-24T21:41:22.613536
6528,Re: Necessidade de remarcar,Secretaria Academica,quarta a tarde,2026-04-22T12:00:00/2026-04-22T18:00:00,presencial - laboratorio de informatica,submissao de artigo,2026-07-24T21:41:22.765180
7595,Reuniao confirmada,Mariana Lopes,,,remoto - teams,Mariana Lopes,2026-07-24T21:41:22.904771
9927,Pedido de esclarecimento,Professora Sofia Carvalho,,,,planeamento de aulas,2026-07-24T21:41:23.048942
3986,RE: Reuniao sem efeito,Secretaria Academica,,,remoto - zoom,acompanhamento pedagogico,2026-07-24T21:41:23.203145
8517,Fw: Confirmado,Secretaria Academica,,,remoto - zoom,Secretaria Academica,2026-07-24T21:41:23.350466
1816,Re: Reuniao confirmada,Professora Sofia Carvalho,depois de almoco,,remoto - google meet,Professora Sofia Carvalho,2026-07-24T21:41:23.484948
5605,Re: Indisponibilidade para a reuniao,Diretor do Curso,durante a manha,2026-04-13T06:00:00/2026-04-13T12:00:00,remoto - teams,Re: Indisponibilidade para a reuniao,2026-07-24T21:41:23.647180
4083,Re: Marcacao de reuniao,Professor Luis Almeida,sexta as 14h30,2026-03-13T14:30:00,remoto - zoom,Professor Luis Almeida,2026-07-24T21:41:23.784472
1644,Re: Marcacao de reuniao,Professora Sofia Carvalho,,,remoto - zoom,orientacao da dissertacao,2026-07-24T21:41:23.932361
4774,Re: Agendamento - distribuicao de servico docente,Coordenacao de Mestrado,,,presencial - gabinete de orientacao,distribuicao de servico docente,2026-07-24T21:41:24.090375
9043,Re: Cancelamento de reuniao,Professor Luis Almeida,,,remoto - google meet,Professor Luis Almeida,2026-07-24T21:41:24.236991
9826,Indisponibilidade para a reuniao,Professora Ana Costa,,,presencial - gabinete da direcao,Indisponibilidade para a reuniao,2026-07-24T21:41:24.380723
6388,RE: Marcacao de reuniao,Professora Sofia Carvalho,na proxima semana,2026-04-06T00:00:00/2026-04-12T23:59:59,remoto - zoom,calendario de avaliacoes,2026-07-24T21:41:24.540563
2573,RE: Reuniao sobre revisao do plano de trabalhos,Secretaria Academica,,,presencial - sala B104,revisao do plano de trabalhos,2026-07-24T21:41:24.723122
5434,Re: Re: Marcacao de reuniao,Professora Sofia Carvalho,,,presencial - sala B104,Professora Sofia Carvalho,2026-07-24T21:41:24.859353
4169,Fw: Tudo certo para a reuniao,Secretaria Academica,,,presencial - laboratorio de informatica,processo de estagio,2026-07-24T21:41:25.027743
5059,Necessidade de remarcar,Professora Ana Costa,sexta as 14h30,2026-03-13T14:30:00,presencial - auditorio principal,coordenacao da unidade curricular,2026-07-24T21:41:25.208053
4536,Re: Ponto de situacao,Professor Luis Almeida,antes do seminario,,remoto - zoom,acompanhamento pedagogico,2026-07-24T21:41:25.353536
1428,Cancelamento de reuniao,Gabinete de Estagios,,,presencial - laboratorio de informatica,avaliacao continua,2026-07-24T21:41:25.503981
2667,Fw: Imprevisto - coordenacao da unidade curricular,Rita Fernandes,,,remoto - zoom,coordenacao da unidade curricular,2026-07-24T21:41:25.646075
5093,Necessidade de remarcar,Secretaria Academica,,,remoto - google meet,credibilidade dos dados recolhidos,2026-07-24T21:41:25.807488
8216,RE: Cancelamento de reuniao,Professor Luis Almeida,,,remoto - teams,validacao de atas,2026-07-24T21:41:25.962252
2194,Indisponibilidade para a reuniao,Coordenacao de Mestrado,amanha as 15h,2026-03-17T15:00:00,remoto - zoom,Indisponibilidade para a reuniao,2026-07-24T21:41:26.130076
2955,RE: Re: Marcacao de reuniao,Diretor do Curso,sexta as 14h30,2026-02-20T14:30:00,remoto - teams,analise dos resultados dos estudantes,2026-07-24T21:41:26.285153
7342,Fw: Cancelamento de reuniao,Mariana Lopes,,,presencial - sala de reunioes do departamento,analise dos resultados dos estudantes,2026-07-24T21:41:26.462336
3623,Reuniao sem efeito,Professora Sofia Carvalho,segunda de manha,2026-03-30T06:00:00/2026-03-30T12:00:00,remoto - zoom,Professora Sofia Carvalho,2026-07-24T21:41:26.596920
710,Imprevisto - submissao de artigo,Rita Fernandes,,,presencial - biblioteca,submissao de artigo,2026-07-24T21:41:26.749342
6011,RE: Re: Marcacao de reuniao,Professora Sofia Carvalho,,,presencial - gabinete de orientacao,credibilidade dos dados recolhidos,2026-07-24T21:41:26.907068
5425,Fw: Necessidade de remarcar,Professor Luis Almeida,quinta as 16h,2026-05-07T16:00:00,presencial - laboratorio de informatica,planeamento de aulas,2026-07-24T21:41:27.065637
6063,Confirmado,Secretaria Academica,,,remoto - zoom,Secretaria Academica,2026-07-24T21:41:27.211884
3924,Confirmacao - planeamento de aulas,Secretaria Academica,,,remoto - zoom,planeamento de aulas,2026-07-24T21:41:27.355498
4052,Fw: Necessidade de remarcar,Secretaria Academica,,,remoto - teams,distribuicao de servico docente,2026-07-24T21:41:27.503757
5205,Fw: Imprevisto - coordenacao da unidade curricular,Gabinete de Estagios,antes do seminario,,presencial - laboratorio de informatica,coordenacao da unidade curricular,2026-07-24T21:41:27.722129
6629,Fw: Marcacao de reuniao,Professora Sofia Carvalho,depois de almoco,,remoto - zoom,coordenacao da unidade curricular,2026-07-24T21:41:27.875562
4929,Agendamento - horarios do semestre,Secretaria Academica,,,presencial - auditorio principal,horarios do semestre,2026-07-24T21:41:28.065737
568,Imprevisto - pedido de equivalencias,Professora Ana Costa,,,remoto - zoom,pedido de equivalencias,2026-07-24T21:41:28.218044
587,RE: Remarcacao de reuniao,Rita Fernandes,,,presencial - auditorio principal,calendario de avaliacoes,2026-07-24T21:41:28.387289
8321,Fw: Confirmacao - validacao de atas,Carolina Silva,quarta a tarde,2026-02-18T12:00:00/2026-02-18T18:00:00,remoto - zoom,validacao de atas,2026-07-24T21:41:28.546914
3027,Fw: Marcacao de reuniao,Carolina Silva,depois da aula,,remoto - zoom,coordenacao da unidade curricular,2026-07-24T21:41:28.707944
6621,Marcacao de reuniao,Professora Ana Costa,depois da aula,,presencial - gabinete 3.12,distribuicao de servico docente,2026-07-24T21:41:28.850641
7820,Re: Marcacao de reuniao,Coordenacao de Mestrado,terca as 11h,2026-04-07T11:00:00,presencial - gabinete de orientacao,coordenacao da unidade curricular,2026-07-24T21:41:29.006048
1029,Re: Disponibilidade para reuniao,Coordenacao de Mestrado,quarta a tarde,2026-04-08T12:00:00/2026-04-08T18:00:00,presencial - gabinete 3.12,relatorio de progresso,2026-07-24T21:41:29.165654
4742,RE: Reuniao confirmada,Professor Luis Almeida,segunda de manha,2026-05-18T06:00:00/2026-05-18T12:00:00,presencial - laboratorio de informatica,submissao de artigo,2026-07-24T21:41:29.315226
8519,Confirmado,Professor Luis Almeida,,,presencial - sala de reunioes do departamento,Professor Luis Almeida,2026-07-24T21:41:29.461359
4784,RE: Cancelamento de reuniao,Professora Ana Costa,,,remoto - zoom,validacao de atas,2026-07-24T21:41:29.617062
5913,RE: Reuniao sobre pedido de equivalencias,Secretaria Academica,dia 22 as 17h,2026-05-22T17:00:00,presencial - sala de reunioes do departamento,pedido de equivalencias,2026-07-24T21:41:29.778011
80,Fw: Reuniao sem efeito,Professora Ana Costa,,,presencial - laboratorio de informatica,Fw: Reuniao sem efeito,2026-07-24T21:41:29.928326
1687,Re: Reuniao sem efeito,Coordenacao de Mestrado,durante a manha,2026-04-24T06:00:00/2026-04-24T12:00:00,remoto - google meet,Coordenacao de Mestrado,2026-07-24T21:41:30.076527
9452,Re: Tudo certo para a reuniao,Secretaria Academica,,,remoto - zoom,Secretaria Academica,2026-07-24T21:41:30.218312
9738,Fw: Tudo certo para a reuniao,Gabinete de Estagios,,,presencial - gabinete 3.12,Gabinete de Estagios,2026-07-24T21:41:30.344925
9865,RE: Re: Marcacao de reuniao,Prof. Ricardo Mendes,terca as 11h,2026-05-12T11:00:00,presencial - laboratorio de informatica,revisao do plano de trabalhos,2026-07-24T21:41:30.579133
4034,RE: Reuniao sobre horarios do semestre,Secretaria Academica,terca as 11h,2026-05-19T11:00:00,remoto - google meet,horarios do semestre,2026-07-24T21:41:30.730452
5203,Cancelamento de reuniao,Professora Sofia Carvalho,antes do seminario,,presencial - laboratorio de informatica,credibilidade dos dados recolhidos,2026-07-24T21:41:30.872369
2269,Remarcacao de reuniao,Prof. Ricardo Mendes,,,remoto - google meet,planeamento de aulas,2026-07-24T21:41:31.018145
5763,RE: Agendamento - proposta de projeto,Gabinete de Estagios,dia 18 as 9h30,2026-03-18T09:30:00,presencial - gabinete 3.12,proposta de projeto,2026-07-24T21:41:31.172824
376,Fw: Agendamento - avaliacao continua,Conselho Pedagogico,depois da aula,,remoto - google meet,avaliacao continua,2026-07-24T21:41:31.346527
3159,Fw: Remarcacao de reuniao,Professora Sofia Carvalho,amanha as 15h,2026-05-19T15:00:00,presencial - sala B104,orientacao da dissertacao,2026-07-24T21:41:31.575905
3473,Pedido de esclarecimento,Joao Pereira,,,,apreciacao do conselho cientifico,2026-07-24T21:41:31.721476
9630,Reuniao confirmada,Carolina Silva,,,presencial - sala 2.3,Reuniao confirmada,2026-07-24T21:41:31.860818
6932,Fw: Reuniao sobre orientacao da dissertacao,Carolina Silva,segunda de manha,2026-04-06T06:00:00/2026-04-06T12:00:00,presencial - auditorio principal,orientacao da dissertacao,2026-07-24T21:41:32.030788
839,RE: Tudo certo para a reuniao,Professora Sofia Carvalho,terca as 11h,2026-03-24T11:00:00,remoto - zoom,Professora Sofia Carvalho,2026-07-24T21:41:32.194815
2846,Documentacao em falta,Prof. Ricardo Mendes,,,,Documentacao em falta,2026-07-24T21:41:32.334119
4960,Fw: Agendamento - coordenacao da unidade curricular,Professora Sofia Carvalho,segunda de manha,2026-03-16T06:00:00/2026-03-16T12:00:00,presencial - gabinete 3.12,coordenacao da unidade curricular,2026-07-24T21:41:32.572777
6950,RE: Pedido de esclarecimento,Miguel Santos,,,,calendario de avaliacoes,2026-07-24T21:41:32.717607
6959,Cancelamento de reuniao,Professor Luis Almeida,,,remoto - zoom,Professor Luis Almeida,2026-07-24T21:41:32.860594
8716,Fw: Re: Marcacao de reuniao,Mariana Lopes,,,remoto - zoom,preparacao da defesa,2026-07-24T21:41:33.013308
2831,Re: Necessidade de remarcar,Professora Ana Costa,sexta as 14h30,2026-04-03T14:30:00,presencial - biblioteca,horarios do semestre,2026-07-24T21:41:33.175036
3848,Fw: Confirmado,Joao Pereira,quinta as 16h,2026-05-14T16:00:00,presencial - sala B104,preparacao da apresentacao,2026-07-24T21:41:33.330606
4964,RE: Pedido de reuniao,Diretor do Curso,,,presencial - secretaria,relatorio de progresso,2026-07-24T21:41:33.496620
349,Imprevisto - credibilidade dos dados recolhidos,Secretaria Academica,durante a manha,2026-03-31T06:00:00/2026-03-31T12:00:00,remoto - zoom,credibilidade dos dados recolhidos,2026-07-24T21:41:33.645068
3433,RE: Confirmacao - orientacao da dissertacao,Professora Ana Costa,,,presencial - sala 2.3,orientacao da dissertacao,2026-07-24T21:41:33.794872
